id_radar,local,bairro,cameras
540491111,AVENIDA VICENTE DE CARVALHO PROXIMO A RUA MONSENHOR PIZARRO - SENTIDO BARRA - FX 1 FAIXA EXCLUSIVA BRT,PENHA CIRCULAR,"[""2046 (PEDRO TAQUES - BRT - FIXA) - 159.28m"", ""168 (AV. BRAZ DE PINA X AV. VICENTE DE CARVALHO - BRT) - 185.02m"", ""2047 (PEDRO TAQUES - BRT - FIXA) - 193.36m"", ""2048 (PEDRO TAQUES - BRT - FIXA) - 226.49m"", ""2043 (PRACA DO CARMO - BRT - FIXA) - 257.60m""]"
540491112,AVENIDA VICENTE DE CARVALHO PROXIMO A RUA MONSENHOR PIZARRO - SENTIDO BARRA - FX 2,PENHA CIRCULAR,"[""2046 (PEDRO TAQUES - BRT - FIXA) - 158.77m"", ""168 (AV. BRAZ DE PINA X AV. VICENTE DE CARVALHO - BRT) - 184.62m"", ""2047 (PEDRO TAQUES - BRT - FIXA) - 192.78m"", ""2048 (PEDRO TAQUES - BRT - FIXA) - 225.57m"", ""2043 (PRACA DO CARMO - BRT - FIXA) - 258.80m""]"
540491113,AVENIDA VICENTE DE CARVALHO PROXIMO A RUA MONSENHOR PIZARRO - SENTIDO BARRA - FX 3,PENHA CIRCULAR,"[""2046 (PEDRO TAQUES - BRT - FIXA) - 158.77m"", ""168 (AV. BRAZ DE PINA X AV. VICENTE DE CARVALHO - BRT) - 184.62m"", ""2047 (PEDRO TAQUES - BRT - FIXA) - 192.78m"", ""2048 (PEDRO TAQUES - BRT - FIXA) - 225.57m"", ""2043 (PRACA DO CARMO - BRT - FIXA) - 258.80m""]"
540491121,AVENIDA VICENTE DE CARVALHO PROXIMO A RUA MONSENHOR PIZARRO - SENTIDO GALEAO - FX 1 FAIXA EXCLUSIVA BRT,PENHA CIRCULAR,"[""2046 (PEDRO TAQUES - BRT - FIXA) - 108.62m"", ""2047 (PEDRO TAQUES - BRT - FIXA) - 142.68m"", ""2048 (PEDRO TAQUES - BRT - FIXA) - 175.94m"", ""168 (AV. BRAZ DE PINA X AV. VICENTE DE CARVALHO - BRT) - 235.89m"", ""179 (AV. VICENTE DE CARVALHO X RUA CAROEM - BRT) - 289.60m""]"
540491122,AVENIDA VICENTE DE CARVALHO PROXIMO A RUA MONSENHOR PIZARRO - SENTIDO GALEAO - FX 2,PENHA CIRCULAR,"[""2046 (PEDRO TAQUES - BRT - FIXA) - 109.40m"", ""2047 (PEDRO TAQUES - BRT - FIXA) - 143.19m"", ""2048 (PEDRO TAQUES - BRT - FIXA) - 176.64m"", ""168 (AV. BRAZ DE PINA X AV. VICENTE DE CARVALHO - BRT) - 237.97m"", ""179 (AV. VICENTE DE CARVALHO X RUA CAROEM - BRT) - 289.57m""]"
540491123,AVENIDA VICENTE DE CARVALHO PROXIMO A RUA MONSENHOR PIZARRO - SENTIDO GALEAO - FX 3,PENHA CIRCULAR,"[""2046 (PEDRO TAQUES - BRT - FIXA) - 109.40m"", ""2047 (PEDRO TAQUES - BRT - FIXA) - 143.19m"", ""2048 (PEDRO TAQUES - BRT - FIXA) - 176.64m"", ""168 (AV. BRAZ DE PINA X AV. VICENTE DE CARVALHO - BRT) - 237.97m"", ""179 (AV. VICENTE DE CARVALHO X RUA CAROEM - BRT) - 289.57m""]"
540501111,AVENIDA VICENTE DE CARVALHO PROXIMO A RUA MARAMBAIA - SENTIDO BARRA - FX 1 FAIXA EXCLUSIVA BRT,VICENTE DE CARVALHO,"[""2058 (MARAMBAIA - BRT - FIXA) - 356.36m"", ""2059 (MARAMBAIA - BRT - FIXA) - 385.71m"", ""2060 (MARAMBAIA - BRT - FIXA) - 414.44m"", ""186 (R. ENG. MARIO DE CARVALHO X R. LUIZA DE CARVALHO - BRT) - 469.93m"", ""2063 (VAZ LOBO - BRT - FIXA) - 486.46m""]"
540501112,AVENIDA VICENTE DE CARVALHO PROXIMO A RUA MARAMBAIA - SENTIDO BARRA - FX 2,VICENTE DE CARVALHO,"[""2058 (MARAMBAIA - BRT - FIXA) - 356.94m"", ""2059 (MARAMBAIA - BRT - FIXA) - 386.42m"", ""2060 (MARAMBAIA - BRT - FIXA) - 415.01m"", ""186 (R. ENG. MARIO DE CARVALHO X R. LUIZA DE CARVALHO - BRT) - 470.43m"", ""2063 (VAZ LOBO - BRT - FIXA) - 483.24m""]"
540501113,AVENIDA VICENTE DE CARVALHO PROXIMO A RUA MARAMBAIA - SENTIDO BARRA - FX 3,VICENTE DE CARVALHO,"[""2058 (MARAMBAIA - BRT - FIXA) - 356.94m"", ""2059 (MARAMBAIA - BRT - FIXA) - 386.42m"", ""2060 (MARAMBAIA - BRT - FIXA) - 415.01m"", ""186 (R. ENG. MARIO DE CARVALHO X R. LUIZA DE CARVALHO - BRT) - 470.43m"", ""2063 (VAZ LOBO - BRT - FIXA) - 483.24m""]"
540501121,AVENIDA VICENTE DE CARVALHO PROXIMO A RUA MARAMBAIA - SENTIDO GALEAO - FX 1 FAIXA EXCLUSIVA BRT,VICENTE DE CARVALHO,"[""2058 (MARAMBAIA - BRT - FIXA) - 410.54m"", ""2063 (VAZ LOBO - BRT - FIXA) - 436.11m"", ""2059 (MARAMBAIA - BRT - FIXA) - 439.83m"", ""2061 (VAZ LOBO - BRT - FIXA) - 464.26m"", ""2060 (MARAMBAIA - BRT - FIXA) - 468.61m""]"
540501122,AVENIDA VICENTE DE CARVALHO PROXIMO A RUA MARAMBAIA - SENTIDO GALEAO - FX 2,VICENTE DE CARVALHO,"[""2058 (MARAMBAIA - BRT - FIXA) - 411.08m"", ""2063 (VAZ LOBO - BRT - FIXA) - 439.62m"", ""2059 (MARAMBAIA - BRT - FIXA) - 440.22m"", ""2061 (VAZ LOBO - BRT - FIXA) - 467.92m"", ""2060 (MARAMBAIA - BRT - FIXA) - 469.09m""]"
540501123,AVENIDA VICENTE DE CARVALHO PROXIMO A RUA MARAMBAIA - SENTIDO GALEAO - FX 3,VICENTE DE CARVALHO,"[""2058 (MARAMBAIA - BRT - FIXA) - 411.08m"", ""2063 (VAZ LOBO - BRT - FIXA) - 439.62m"", ""2059 (MARAMBAIA - BRT - FIXA) - 440.22m"", ""2061 (VAZ LOBO - BRT - FIXA) - 467.92m"", ""2060 (MARAMBAIA - BRT - FIXA) - 469.09m""]"
540502111,RUA MARAMBAIA PROXIMO A AVENIDA VICENTE DE CARVALHO - SENTIDO UNICO - FX 1,VICENTE DE CARVALHO,"[""2058 (MARAMBAIA - BRT - FIXA) - 387.25m"", ""2059 (MARAMBAIA - BRT - FIXA) - 416.90m"", ""2060 (MARAMBAIA - BRT - FIXA) - 445.11m"", ""2063 (VAZ LOBO - BRT - FIXA) - 449.27m"", ""2061 (VAZ LOBO - BRT - FIXA) - 476.47m""]"
540502112,RUA MARAMBAIA PROXIMO A AVENIDA VICENTE DE CARVALHO - SENTIDO UNICO - FX 2,VICENTE DE CARVALHO,"[""2058 (MARAMBAIA - BRT - FIXA) - 387.25m"", ""2059 (MARAMBAIA - BRT - FIXA) - 416.90m"", ""2060 (MARAMBAIA - BRT - FIXA) - 445.11m"", ""2063 (VAZ LOBO - BRT - FIXA) - 449.27m"", ""2061 (VAZ LOBO - BRT - FIXA) - 476.47m""]"
540511111,AVENIDA PASTOR MARTIN LUTHER KING JUNIOR PROXIMO A RUA ENGENHEIRO MARIO DE CARVALHO - SENTIDO BENFICA - FX 1,VICENTE DE CARVALHO,"[""1401 (R. MARIO  CARVALHO X AV. PST M. LUTHER KING JR - BRT - FIXA) - 13.34m"", ""1402 (R. MARIO  CARVALHO X AV. PST M. LUTHER KING JR - BRT - FIXA) - 21.44m"", ""3601 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR X R. ENG. MARIO CARVALHO - FIXA) - 65.22m"", ""3595 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR, 6388 - FIXA) - 125.56m"", ""3599 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR, 6407 - FIXA) - 161.57m""]"
540511112,AVENIDA PASTOR MARTIN LUTHER KING JUNIOR PROXIMO A RUA ENGENHEIRO MARIO DE CARVALHO - SENTIDO BENFICA - FX 2,VICENTE DE CARVALHO,"[""1401 (R. MARIO  CARVALHO X AV. PST M. LUTHER KING JR - BRT - FIXA) - 13.34m"", ""1402 (R. MARIO  CARVALHO X AV. PST M. LUTHER KING JR - BRT - FIXA) - 21.44m"", ""3601 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR X R. ENG. MARIO CARVALHO - FIXA) - 65.22m"", ""3595 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR, 6388 - FIXA) - 125.56m"", ""3599 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR, 6407 - FIXA) - 161.57m""]"
540512111,RUA ENGENHEIRO MARIO DE CARVALHO PROXIMO A AVENIDA PASTOR MARTIN LUTHER KING JUNIOR - SENTIDO GALEAO - FX 1 FAIXA EXCLUSIVA BRT,VICENTE DE CARVALHO,"[""1401 (R. MARIO  CARVALHO X AV. PST M. LUTHER KING JR - BRT - FIXA) - 25.18m"", ""1402 (R. MARIO  CARVALHO X AV. PST M. LUTHER KING JR - BRT - FIXA) - 26.27m"", ""3601 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR X R. ENG. MARIO CARVALHO - FIXA) - 60.86m"", ""3595 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR, 6388 - FIXA) - 138.07m"", ""737 (AV. P. MARTIN LUTHER KING JR. X LARGO DO VICENTE DE CARVALHO) - 163.40m""]"
540512112,RUA ENGENHEIRO MARIO DE CARVALHO PROXIMO A AVENIDA PASTOR MARTIN LUTHER KING JUNIOR - SENTIDO GALEAO - FX 2,VICENTE DE CARVALHO,"[""1401 (R. MARIO  CARVALHO X AV. PST M. LUTHER KING JR - BRT - FIXA) - 25.18m"", ""1402 (R. MARIO  CARVALHO X AV. PST M. LUTHER KING JR - BRT - FIXA) - 26.27m"", ""3601 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR X R. ENG. MARIO CARVALHO - FIXA) - 60.86m"", ""3595 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR, 6388 - FIXA) - 138.07m"", ""737 (AV. P. MARTIN LUTHER KING JR. X LARGO DO VICENTE DE CARVALHO) - 163.40m""]"
540512113,RUA ENGENHEIRO MARIO DE CARVALHO PROXIMO A AVENIDA PASTOR MARTIN LUTHER KING JUNIOR - SENTIDO GALEAO - FX 3,VICENTE DE CARVALHO,"[""1401 (R. MARIO  CARVALHO X AV. PST M. LUTHER KING JR - BRT - FIXA) - 25.18m"", ""1402 (R. MARIO  CARVALHO X AV. PST M. LUTHER KING JR - BRT - FIXA) - 26.27m"", ""3601 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR X R. ENG. MARIO CARVALHO - FIXA) - 60.86m"", ""3595 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR, 6388 - FIXA) - 138.07m"", ""737 (AV. P. MARTIN LUTHER KING JR. X LARGO DO VICENTE DE CARVALHO) - 163.40m""]"
540512121,RUA ENGENHEIRO MARIO DE CARVALHO PROXIMO A AVENIDA PASTOR MARTIN LUTHER KING JUNIOR - SENTIDO BARRA - FX 1 FAIXA EXCLUSIVA BRT,VICENTE DE CARVALHO,"[""1402 (R. MARIO  CARVALHO X AV. PST M. LUTHER KING JR - BRT - FIXA) - 31.45m"", ""3601 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR X R. ENG. MARIO CARVALHO - FIXA) - 33.35m"", ""1401 (R. MARIO  CARVALHO X AV. PST M. LUTHER KING JR - BRT - FIXA) - 41.07m"", ""737 (AV. P. MARTIN LUTHER KING JR. X LARGO DO VICENTE DE CARVALHO) - 129.30m"", ""3595 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR, 6388 - FIXA) - 157.99m""]"
540521111,AVENIDA BRAZ DE PINA PROXIMO A RUA QUIXADA - SENTIDO GALEAO - FX 1 FAIXA EXCLUSIVA BRT,PENHA CIRCULAR,"[""2042 (GUAPORE - BRT - FIXA) - 96.48m"", ""2041 (GUAPORE - BRT - FIXA) - 119.31m"", ""2040 (GUAPORE - BRT - FIXA) - 151.76m"", ""151 (AV. BRAZ DE PINA X RUA JACARAU - BRT) - 270.14m"", ""420 (RUA BENTO CARDOSO X RUA IRAPUA) - 334.58m""]"
540521112,AVENIDA BRAZ DE PINA PROXIMO A RUA QUIXADA - SENTIDO GALEAO - FX 2,PENHA CIRCULAR,"[""2042 (GUAPORE - BRT - FIXA) - 96.69m"", ""2041 (GUAPORE - BRT - FIXA) - 118.02m"", ""2040 (GUAPORE - BRT - FIXA) - 150.26m"", ""151 (AV. BRAZ DE PINA X RUA JACARAU - BRT) - 267.42m"", ""420 (RUA BENTO CARDOSO X RUA IRAPUA) - 341.05m""]"
540521113,AVENIDA BRAZ DE PINA PROXIMO A RUA QUIXADA - SENTIDO GALEAO - FX 3,PENHA CIRCULAR,"[""2042 (GUAPORE - BRT - FIXA) - 96.69m"", ""2041 (GUAPORE - BRT - FIXA) - 118.02m"", ""2040 (GUAPORE - BRT - FIXA) - 150.26m"", ""151 (AV. BRAZ DE PINA X RUA JACARAU - BRT) - 267.42m"", ""420 (RUA BENTO CARDOSO X RUA IRAPUA) - 341.05m""]"
540521121,AVENIDA BRAZ DE PINA PROXIMO A RUA QUIXADA - SENTIDO BARRA - FX 1 FAIXA EXCLUSIVA BRT,PENHA CIRCULAR,"[""2042 (GUAPORE - BRT - FIXA) - 49.81m"", ""2041 (GUAPORE - BRT - FIXA) - 73.72m"", ""2040 (GUAPORE - BRT - FIXA) - 105.88m"", ""151 (AV. BRAZ DE PINA X RUA JACARAU - BRT) - 224.78m"", ""420 (RUA BENTO CARDOSO X RUA IRAPUA) - 289.19m""]"
540521122,AVENIDA BRAZ DE PINA PROXIMO A RUA QUIXADA - SENTIDO BARRA - FX 2,PENHA CIRCULAR,"[""2042 (GUAPORE - BRT - FIXA) - 54.87m"", ""2041 (GUAPORE - BRT - FIXA) - 79.24m"", ""2040 (GUAPORE - BRT - FIXA) - 110.66m"", ""151 (AV. BRAZ DE PINA X RUA JACARAU - BRT) - 229.37m"", ""420 (RUA BENTO CARDOSO X RUA IRAPUA) - 285.32m""]"
540521123,AVENIDA BRAZ DE PINA PROXIMO A RUA QUIXADA - SENTIDO BARRA - FX 3,PENHA CIRCULAR,"[""2042 (GUAPORE - BRT - FIXA) - 54.87m"", ""2041 (GUAPORE - BRT - FIXA) - 79.24m"", ""2040 (GUAPORE - BRT - FIXA) - 110.66m"", ""151 (AV. BRAZ DE PINA X RUA JACARAU - BRT) - 229.37m"", ""420 (RUA BENTO CARDOSO X RUA IRAPUA) - 285.32m""]"
540531121,AVENIDA MINISTRO EDGAR ROMERO PROXIMO A AVENIDA VICENTE DE CARVALHO - SENTIDO GALEAO - FX 1 FAIXA EXCLUSIVA BRT,VAZ LOBO,"[""2062 (VAZ LOBO - BRT - FIXA) - 92.11m"", ""2061 (VAZ LOBO - BRT - FIXA) - 121.67m"", ""2063 (VAZ LOBO - BRT - FIXA) - 147.39m"", ""2065 (VILA QUEIROZ - BRT - FIXA) - 471.12m"", ""2064 (VILA QUEIROZ - BRT - FIXA) - 496.48m""]"
540531122,AVENIDA MINISTRO EDGAR ROMERO PROXIMO A AVENIDA VICENTE DE CARVALHO - SENTIDO IRAJA - FX 2,VAZ LOBO,"[""2062 (VAZ LOBO - BRT - FIXA) - 89.66m"", ""2061 (VAZ LOBO - BRT - FIXA) - 119.13m"", ""2063 (VAZ LOBO - BRT - FIXA) - 144.65m"", ""2065 (VILA QUEIROZ - BRT - FIXA) - 471.56m"", ""2064 (VILA QUEIROZ - BRT - FIXA) - 496.99m""]"
540531123,AVENIDA MINISTRO EDGAR ROMERO PROXIMO A AVENIDA VICENTE DE CARVALHO - SENTIDO IRAJA - FX 3,VAZ LOBO,"[""2062 (VAZ LOBO - BRT - FIXA) - 89.66m"", ""2061 (VAZ LOBO - BRT - FIXA) - 119.13m"", ""2063 (VAZ LOBO - BRT - FIXA) - 144.65m"", ""2065 (VILA QUEIROZ - BRT - FIXA) - 471.56m"", ""2064 (VILA QUEIROZ - BRT - FIXA) - 496.99m""]"
540532111,AVENIDA VICENTE DE CARVALHO PROXIMO A AVENIDA MINISTRO EDGAR ROMERO - SENTIDO BARRA - FX 1 FAIXA EXCLUSIVA BRT,VAZ LOBO,"[""2062 (VAZ LOBO - BRT - FIXA) - 61.77m"", ""2061 (VAZ LOBO - BRT - FIXA) - 91.11m"", ""2063 (VAZ LOBO - BRT - FIXA) - 119.35m"", ""2065 (VILA QUEIROZ - BRT - FIXA) - 512.65m"", ""2064 (VILA QUEIROZ - BRT - FIXA) - 538.12m""]"
540532112,AVENIDA VICENTE DE CARVALHO PROXIMO A AVENIDA MINISTRO EDGAR ROMERO - SENTIDO BARRA - FX 2,VAZ LOBO,"[""2062 (VAZ LOBO - BRT - FIXA) - 69.96m"", ""2061 (VAZ LOBO - BRT - FIXA) - 97.99m"", ""2063 (VAZ LOBO - BRT - FIXA) - 126.80m"", ""2065 (VILA QUEIROZ - BRT - FIXA) - 521.57m"", ""2064 (VILA QUEIROZ - BRT - FIXA) - 546.78m""]"
540532113,AVENIDA VICENTE DE CARVALHO PROXIMO A AVENIDA MINISTRO EDGAR ROMERO - SENTIDO BARRA - FX 3,VAZ LOBO,"[""2062 (VAZ LOBO - BRT - FIXA) - 69.96m"", ""2061 (VAZ LOBO - BRT - FIXA) - 97.99m"", ""2063 (VAZ LOBO - BRT - FIXA) - 126.80m"", ""2065 (VILA QUEIROZ - BRT - FIXA) - 521.57m"", ""2064 (VILA QUEIROZ - BRT - FIXA) - 546.78m""]"
540541111,AVENIDA PASTOR MARTIN LUTHER KING JUNIOR ACESSO AO SHOPPING CARIOCA - SENTIDO PENHA - FX 1 FAIXA EXCLUSIVA BRT,VICENTE DE CARVALHO,"[""3576 (AV. VICENTE DE CARVALHO, 1052) - 14.66m"", ""443 (AV. MARTIN LUTHER  X AV. VICENTE DE CARVALHO) - 19.11m"", ""3574 (AV. PASTOR MARTIN LUTHER KING JR. 5000) - 56.06m"", ""737 (AV. P. MARTIN LUTHER KING JR. X LARGO DO VICENTE DE CARVALHO) - 89.27m"", ""3602 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR X R. DONA MARIA ENFERMEIRA - FIXA) - 124.48m""]"
540541112,AVENIDA PASTOR MARTIN LUTHER KING JUNIOR ACESSO AO SHOPPING CARIOCA - SENTIDO PENHA - FX 2,VICENTE DE CARVALHO,"[""3576 (AV. VICENTE DE CARVALHO, 1052) - 14.66m"", ""443 (AV. MARTIN LUTHER  X AV. VICENTE DE CARVALHO) - 19.11m"", ""3574 (AV. PASTOR MARTIN LUTHER KING JR. 5000) - 56.06m"", ""737 (AV. P. MARTIN LUTHER KING JR. X LARGO DO VICENTE DE CARVALHO) - 89.27m"", ""3602 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR X R. DONA MARIA ENFERMEIRA - FIXA) - 124.48m""]"
540541113,AVENIDA PASTOR MARTIN LUTHER KING JUNIOR ACESSO AO SHOPPING CARIOCA - SENTIDO PENHA - FX 3,VICENTE DE CARVALHO,"[""3576 (AV. VICENTE DE CARVALHO, 1052) - 14.66m"", ""443 (AV. MARTIN LUTHER  X AV. VICENTE DE CARVALHO) - 19.11m"", ""3574 (AV. PASTOR MARTIN LUTHER KING JR. 5000) - 56.06m"", ""737 (AV. P. MARTIN LUTHER KING JR. X LARGO DO VICENTE DE CARVALHO) - 89.27m"", ""3602 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR X R. DONA MARIA ENFERMEIRA - FIXA) - 124.48m""]"
540541121,AVENIDA PASTOR MARTIN LUTHER KING JUNIOR PROXIMO A AVENIDA VICENTE DE CARVALHO - SENTIDO VIA DUTRA - FX 1,VICENTE DE CARVALHO,"[""3574 (AV. PASTOR MARTIN LUTHER KING JR. 5000) - 5.83m"", ""443 (AV. MARTIN LUTHER  X AV. VICENTE DE CARVALHO) - 38.16m"", ""3576 (AV. VICENTE DE CARVALHO, 1052) - 52.64m"", ""3602 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR X R. DONA MARIA ENFERMEIRA - FIXA) - 82.57m"", ""3575 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR, 5000 - FIXA) - 113.43m""]"
540541122,AVENIDA PASTOR MARTIN LUTHER KING JUNIOR PROXIMO A AVENIDA VICENTE DE CARVALHO - SENTIDO VIA DUTRA - FX 2,VICENTE DE CARVALHO,"[""3574 (AV. PASTOR MARTIN LUTHER KING JR. 5000) - 5.83m"", ""443 (AV. MARTIN LUTHER  X AV. VICENTE DE CARVALHO) - 38.16m"", ""3576 (AV. VICENTE DE CARVALHO, 1052) - 52.64m"", ""3602 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR X R. DONA MARIA ENFERMEIRA - FIXA) - 82.57m"", ""3575 (AV. PASTOR MARTIN LUTHER KING J\u00faNIOR, 5000 - FIXA) - 113.43m""]"
540551111,AVENIDA VICENTE DE CARVALHO PROXIMO A AVENIDA MERITI - SENTIDO BARRA - FX 1 FAIXA EXCLUSIVA BRT,VILA KOSMOS,"[""1515 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 39.49m"", ""442 (AV. VICENTE DE CARVALHO X AV. MERITI) - 45.04m"", ""1514 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 49.39m"", ""2051 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 170.81m"", ""2049 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 203.76m""]"
540551112,AVENIDA VICENTE DE CARVALHO PROXIMO A AVENIDA MERITI - SENTIDO BARRA - FX 2,VILA KOSMOS,"[""1515 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 30.48m"", ""442 (AV. VICENTE DE CARVALHO X AV. MERITI) - 32.23m"", ""1514 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 39.12m"", ""2051 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 166.47m"", ""2049 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 198.64m""]"
540551113,AVENIDA VICENTE DE CARVALHO PROXIMO A AVENIDA MERITI - SENTIDO BARRA - FX 3,VILA KOSMOS,"[""1515 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 30.48m"", ""442 (AV. VICENTE DE CARVALHO X AV. MERITI) - 32.23m"", ""1514 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 39.12m"", ""2051 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 166.47m"", ""2049 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 198.64m""]"
540551121,AVENIDA VICENTE DE CARVALHO PROXIMO A AVENIDA MERITI - SENTIDO GALEAO - FX 1 FAIXA EXCLUSIVA BRT,VILA KOSMOS,"[""1515 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 21.11m"", ""1514 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 29.50m"", ""442 (AV. VICENTE DE CARVALHO X AV. MERITI) - 46.51m"", ""2051 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 129.95m"", ""2049 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 163.02m""]"
540551122,AVENIDA VICENTE DE CARVALHO PROXIMO A AVENIDA MERITI - SENTIDO GALEAO - FX 2,VILA KOSMOS,"[""1515 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 32.88m"", ""1514 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 41.64m"", ""442 (AV. VICENTE DE CARVALHO X AV. MERITI) - 57.57m"", ""2051 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 130.43m"", ""2049 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 164.28m""]"
540551123,AVENIDA VICENTE DE CARVALHO PROXIMO A AVENIDA MERITI - SENTIDO GALEAO - FX 3,VILA KOSMOS,"[""1515 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 32.88m"", ""1514 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 41.64m"", ""442 (AV. VICENTE DE CARVALHO X AV. MERITI) - 57.57m"", ""2051 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 130.43m"", ""2049 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 164.28m""]"
540552111,PRACA AQUIDAUANA PROXIMO A AVENIDA VICENTE DE CARVALHO - SENTIDO VILA KOSMOS - FX 1,VILA KOSMOS,"[""442 (AV. VICENTE DE CARVALHO X AV. MERITI) - 25.52m"", ""1515 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 42.71m"", ""1514 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 45.93m"", ""2051 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 179.86m"", ""2049 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 210.28m""]"
540552112,PRACA AQUIDAUANA PROXIMO A AVENIDA VICENTE DE CARVALHO - SENTIDO VILA KOSMOS - FX 2,VILA KOSMOS,"[""442 (AV. VICENTE DE CARVALHO X AV. MERITI) - 25.52m"", ""1515 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 42.71m"", ""1514 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 45.93m"", ""2051 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 179.86m"", ""2049 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 210.28m""]"
540552121,PRACA AQUIDAUANA PROXIMO A AVENIDA VICENTE DE CARVALHO - SENTIDO VISTA ALEGRE - FX 1,VILA KOSMOS,"[""1515 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 61.20m"", ""1514 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 69.59m"", ""442 (AV. VICENTE DE CARVALHO X AV. MERITI) - 85.68m"", ""2051 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 129.59m"", ""2049 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 164.33m""]"
540552122,PRACA AQUIDAUANA PROXIMO A AVENIDA VICENTE DE CARVALHO - SENTIDO VISTA ALEGRE - FX 2,VILA KOSMOS,"[""1515 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 61.20m"", ""1514 (PRA\u00c7A AQUIDAUANA, 1-908 - FIXA) - 69.59m"", ""442 (AV. VICENTE DE CARVALHO X AV. MERITI) - 85.68m"", ""2051 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 129.59m"", ""2049 (VILA KOSMOS - NOSSA SENHORA DO CARMO - BRT - FIXA) - 164.33m""]"
540561111,RUA ANA TELES PROXIMO AO Nº 1063 - SENTIDO UNICO - FX 1,CAMPINHO,"[""3737 (RUA C\u00e2NDIDO BEN\u00edCIO ALT. BRT - PINTO TELES) - 113.76m"", ""2148 (PINTO TELES - BRT - FIXA) - 134.08m"", ""2150 (PINTO TELES - BRT - FIXA) - 169.66m"", ""2149 (PINTO TELES - BRT - FIXA) - 198.53m"", ""3717 (ESTRADA INTENDENTE MAGALH\u00e3ES - FIXA) - 507.76m""]"
